step,avg_sinr,total_throughput,handover_count,coverage,regret,avg_load,cell_edge_rate,outage_prob,pingpong_rate,drone_handover_reduction,drone_positions,drone_rewards,avg_battery_pct,drones_active,drones_charging,drones_rtb,total_energy_consumed_wh,fleet_efficiency
54,21.51153769343966,382515.1754097257,66,79.33333333333333,13032.08883779451,10.0,11.858502198694884,0.0,121.21212121212122,-91.30434782608697,"[(np.float64(631.6696458969705), np.float64(1787.9572713834966), np.float64(82.7707481909837)), (np.float64(1388.4128647352277), np.float64(1652.7045105346535), np.float64(84.24959672246027)), (np.float64(942.1783980804915), np.float64(1731.3491126424005), np.float64(98.82956412511489)), (np.float64(1408.919343129793), np.float64(2263.062528249695), np.float64(34.15732520771901)), (np.float64(2339.6734677779027), np.float64(715.8002709773273), np.float64(96.48775954658653)), (np.float64(2217.601436182207), np.float64(1105.3014690156367), np.float64(72.22340169706531))]",-13.42272391949654,0.8320431255929868,6,0,0,1.3877001512141942,76.56856944104341
55,22.073544486798752,519530.8533016799,79,78.66666666666666,13059.782446270983,10.0,11.621448438394154,0.0,112.65822784810126,-128.9855072463768,"[(np.float64(633.2413271428595), np.float64(1792.557298633822), np.float64(79.23594143642613)), (np.float64(1385.7979007262181), np.float64(1653.108498455348), np.float64(87.58140033825221)), (np.float64(939.6376569645337), np.float64(1730.3466327696422), np.float64(99.40766145567925)), (np.float64(1406.7502832819118), np.float64(2265.2499735195856), np.float64(36.527843122392184)), (np.float64(2340.101941608811), np.float64(715.6092413215327), np.float64(96.86477241870907)), (np.float64(2214.376239709352), np.float64(1105.1468197789748), np.float64(74.67911970487735))]",-13.42272391949654,0.8315797653258422,6,0,0,1.3900808014337067,103.81707722910069
56,21.860151045298725,414693.27639484225,6,78.66666666666666,13185.113631654294,10.0,11.621448438394154,0.0,33.33333333333333,82.6086956521739,"[(np.float64(631.5235063704473), np.float64(1792.3779265702601), np.float64(77.7030690533743)), (np.float64(1386.888078347089), np.float64(1652.5550514534486), np.float64(87.36812355167609)), (np.float64(939.1183431586713), np.float64(1733.627501522605), np.float64(101.37425559182373)), (np.float64(1406.3012446937066), np.float64(2266.6239989317937), np.float64(34.94671845275627)), (np.float64(2341.340722314008), np.float64(717.85710191129), np.float64(96.55664348113494)), (np.float64(2211.9055390262242), np.float64(1103.4893942234553), np.float64(77.45810958595753))]",-13.42272391949654,0.8311194244707188,6,0,0,1.3810225653702566,83.4110749996772
57,21.138692456047433,386302.8611136672,6,77.66666666666666,13339.53523231878,10.0,11.621448438394154,0.0,133.33333333333331,82.6086956521739,"[(np.float64(631.6009210343441), np.float64(1793.001707083229), np.float64(76.75652920781306)), (np.float64(1389.2100752472822), np.float64(1649.6534872837979), np.float64(91.20823293410402)), (np.float64(939.9630949399021), np.float64(1736.5854465646332), np.float64(103.06870434241351)), (np.float64(1410.419745739685), np.float64(2272.3335568775283), np.float64(35.37880998033839)), (np.float64(2339.711895487834), np.float64(717.0007398585187), np.float64(93.53167244977593)), (np.float64(2211.3329325852187), np.float64(1104.383138577781), np.float64(78.27983001075263))]",-13.42272391949654,0.8306568422984784,6,0,0,1.3877465167210405,77.32417196974474
58,21.154272116738724,411899.25868446147,14,79.0,13468.56043541247,10.0,11.738778664622158,0.0,142.85714285714286,59.42028985507246,"[(np.float64(628.8289521430482), np.float64(1794.0198801789702), np.float64(75.38472253772368)), (np.float64(1388.7007789543466), np.float64(1648.851879650221), np.float64(91.39941539273441)), (np.float64(938.9528816990257), np.float64(1737.091414815135), np.float64(100.09651969455342)), (np.float64(1409.4185782507075), np.float64(2270.195508913716), np.float64(36.63133648368274)), (np.float64(2339.037114234192), np.float64(716.7717518997039), np.float64(90.18831069220059)), (np.float64(2206.3515755414987), np.float64(1108.067620783915), np.float64(76.24190887794511))]",-13.42272391949654,0.8301949209360392,6,0,0,1.3857640873176698,82.56561256912926
59,20.3362863204162,384375.2161953143,15,77.66666666666666,13625.759680995307,10.0,11.738778664622158,0.0,120.0,56.52173913043479,"[(np.float64(629.4351030240093), np.float64(1795.0148455071085), np.float64(75.14848619874921)), (np.float64(1390.062717318141), np.float64(1646.6973803856686), np.float64(92.4718528910987)), (np.float64(937.9474558825119), np.float64(1730.7142027099164), np.float64(95.97800428216009)), (np.float64(1409.8205387600215), np.float64(2269.400817454779), np.float64(36.9706103783674)), (np.float64(2337.7120270679557), np.float64(718.5974840824952), np.float64(90.1986428718381)), (np.float64(2208.9757655617527), np.float64(1108.0049047801194), np.float64(76.32728026919634))]",-13.42272391949654,0.8297350010426615,6,0,0,1.379759680133027,77.38368856907978
60,21.195103903689624,399544.6140562883,8,78.66666666666666,13766.739528717171,10.0,11.738778664622158,0.0,100.0,76.81159420289855,"[(np.float64(626.5948806710152), np.float64(1790.6816653400738), np.float64(74.74627325416495)), (np.float64(1388.5462885388438), np.float64(1646.565007258476), np.float64(97.44299905271663)), (np.float64(938.7328775848981), np.float64(1730.1144286629387), np.float64(94.32742463724297)), (np.float64(1409.4778033130324), np.float64(2268.205170703419), np.float64(38.46304558078918)), (np.float64(2337.8224842343184), np.float64(720.3189371539993), np.float64(89.65993085977601)), (np.float64(2205.914622108226), np.float64(1106.613877957555), np.float64(74.44390340930372))]",-7.256030395949302,0.8292732639799633,6,0,0,1.3852111880947775,80.12107898744605
61,21.44872256517482,405225.2646267418,3,78.0,13901.738725868581,10.0,11.858502198694884,0.0,0.0,91.30434782608697,"[(np.float64(628.8278297396165), np.float64(1792.7597353911249), np.float64(69.24145641164999)), (np.float64(1387.3561166782204), np.float64(1646.359576262565), np.float64(99.93467324454602)), (np.float64(939.5276249213207), np.float64(1731.152086383438), np.float64(97.25073234632285)), (np.float64(1408.2304613468398), np.float64(2265.818649226891), np.float64(35.2250689707806)), (np.float64(2340.1280318411723), np.float64(719.8017387160143), np.float64(90.19935838033275)), (np.float64(2202.3149802775283), np.float64(1102.122022863112), np.float64(71.87970491801673))]",-7.256030395949302,0.8288079456352087,6,0,0,1.395955034263726,80.6348132601546
62,19.452203830445065,413934.62035205634,66,76.0,14034.678567294679,10.0,13.671111150130903,0.0,122.72727272727273,-91.30434782608697,"[(np.float64(627.3247369344831), np.float64(1794.751470620666), np.float64(65.23017329976538)), (np.float64(1383.8145876568524), np.float64(1646.8270108387394), np.float64(101.34796631595015)), (np.float64(939.6351103125318), np.float64(1729.7740787525127), np.float64(99.07803546141163)), (np.float64(1408.0949808337464), np.float64(2267.861175397668), np.float64(36.580806126042006)), (np.float64(2338.5980418588765), np.float64(719.185634321484), np.float64(90.11248644883474)), (np.float64(2200.4086633391694), np.float64(1104.51496867575), np.float64(71.51746467807513))]",-7.256030395949302,0.8283470289453376,6,0,0,1.382750069613425,83.15446262738409
63,19.560877741989316,461053.8293273794,44,75.33333333333333,14117.849199745455,10.0,14.525033991874826,0.0,120.45454545454545,-27.536231884057962,"[(np.float64(629.5984181429114), np.float64(1796.7464923263176), np.float64(63.28356383081203)), (np.float64(1382.819449131783), np.float64(1649.7218990950057), np.float64(101.97414137395513)), (np.float64(938.0824741392336), np.float64(1728.4257585437642), np.float64(97.97758933225661)), (np.float64(1409.2278276236855), np.float64(2266.896174432731), np.float64(32.26128843729263)), (np.float64(2340.040224436033), np.float64(723.3082539057253), np.float64(86.33799435099016)), (np.float64(2201.2685749900543), np.float64(1103.1557457202532), np.float64(69.41034687403244))]",-7.256030395949302,0.8278834927119973,6,0,0,1.3906087000207812,92.09672580401688
64,22.138160956621142,458237.8525705834,26,81.66666666666667,14199.985808953028,10.0,14.525033991874826,0.0,138.46153846153845,24.63768115942029,"[(np.float64(630.1682263367386), np.float64(1796.5321648212878), np.float64(61.46567085081472)), (np.float64(1379.7305774473396), np.float64(1648.7169205619095), np.float64(103.36731150391547)), (np.float64(935.3714121630798), np.float64(1729.5173485424561), np.float64(97.14910398863938)), (np.float64(1409.1855097878831), np.float64(2270.2075872085256), np.float64(30.0)), (np.float64(2340.312615113747), np.float64(722.0175682940153), np.float64(86.45947161005891)), (np.float64(2199.933580086991), np.float64(1102.9979750525772), np.float64(70.36716313651834))]",-7.256030395949302,0.827423755701569,6,0,0,1.3792110312848846,92.29065711730479
65,22.039549596610097,522525.9860997696,17,82.33333333333334,14218.584284631415,10.0,13.671111150130903,0.0,129.41176470588235,50.72463768115942,"[(np.float64(628.1514382215207), np.float64(1799.0161768024775), np.float64(58.85834789494277)), (np.float64(1375.9934546800537), np.float64(1652.4768425839088), np.float64(104.43012765560835)), (np.float64(937.063617724388), np.float64(1732.2640105381272), np.float64(96.42763191736837)), (np.float64(1412.198444839637), np.float64(2269.7597715747697), np.float64(30.240812785199992)), (np.float64(2341.8104681687623), np.float64(722.1217880138588), np.float64(87.11070332283795)), (np.float64(2200.165701535984), np.float64(1102.1943356978788), np.float64(70.64556687447734))]",-7.256030395949302,0.826963649846106,6,0,0,1.3803175663889062,105.15414045599483
66,22.63287042130933,468524.8426048803,5,82.66666666666667,14289.88390380469,10.0,13.35700932647598,0.0,160.0,85.5072463768116,"[(np.float64(629.1449811040894), np.float64(1799.7650830938605), np.float64(57.68557685491199)), (np.float64(1373.814904710239), np.float64(1650.5838617280438), np.float64(102.62974845809657)), (np.float64(937.929308384206), np.float64(1733.3739945548302), np.float64(95.49326242740891)), (np.float64(1413.8913659888665), np.float64(2270.0187613999874), np.float64(30.0)), (np.float64(2339.847737452863), np.float64(721.5896221141669), np.float64(88.29365818544278)), (np.float64(2197.946143120903), np.float64(1103.2332347003055), np.float64(68.92764653253916))]",-7.256030395949302,0.8265043488822963,6,0,0,1.3779028914296663,94.45207671886936
67,21.892631298668228,444594.6600874258,0,80.0,14385.263705495418,10.0,12.91201767369535,0.0,0,100.0,"[(np.float64(627.0167164990183), np.float64(1803.7335973009615), np.float64(56.811338296293656)), (np.float64(1374.7830927011412), np.float64(1651.3513825981072), np.float64(102.72336838208948)), (np.float64(936.5433099258634), np.float64(1732.122615644516), np.float64(93.5922748052528)), (np.float64(1415.3688923518696), np.float64(2270.6126718034297), np.float64(30.0)), (np.float64(2339.823326572206), np.float64(720.7510857208928), np.float64(91.68905257759428)), (np.float64(2196.2422595199296), np.float64(1105.9451167786842), np.float64(66.86891178716711))]",-7.256030395949302,0.8260440400773307,6,0,0,1.380926414896445,89.43164194611536
68,24.403767219187948,436322.69883921003,118,86.0,14499.165468434363,10.0,10.760991574240045,0.0,108.47457627118644,-242.02898550724638,"[(np.float64(627.2860284490415), np.float64(1801.618647240618), np.float64(56.24024937678787)), (np.float64(1375.3439072222266), np.float64(1654.8754510099607), np.float64(103.79203832444294)), (np.float64(935.2685976761541), np.float64(1734.093330491544), np.float64(90.63910011591167)), (np.float64(1412.0731772236143), np.float64(2271.466092051922), np.float64(32.271777809553946)), (np.float64(2342.621813505804), np.float64(722.5712681878514), np.float64(90.67837152569953)), (np.float64(2195.3223511869983), np.float64(1105.052497388563), np.float64(69.81570701106068))]",-7.256030395949302,0.825581787569332,6,0,0,1.3867575239963132,87.39866024183226
69,24.68137596004913,462747.4036113966,12,86.66666666666667,14575.842526601122,10.0,11.068304714096044,0.0,166.66666666666669,65.21739130434783,"[(np.float64(628.0559367640703), np.float64(1801.1776123851953), np.float64(53.12101644880845)), (np.float64(1373.9917938412145), np.float64(1656.3428885190658), np.float64(103.61852490620653)), (np.float64(934.470255830777), np.float64(1735.4011470325675), np.float64(90.56204002001671)), (np.float64(1412.8810909735769), np.float64(2269.247361518472), np.float64(32.36624093113669)), (np.float64(2347.053110295369), np.float64(720.3626261192005), np.float64(90.1653717019227)), (np.float64(2191.4892237330723), np.float64(1106.4041883294376), np.float64(70.85519289628446))]",-7.256030395949302,0.8251223005986476,6,0,0,1.3784609120529918,93.24961217519724
70,24.682609985438262,491424.95810445363,9,86.0,14623.742030274825,10.0,11.393686476663255,0.0,111.11111111111111,73.91304347826086,"[(np.float64(627.2664572435478), np.float64(1801.69798341275), np.float64(50.74295076317027)), (np.float64(1372.4292390964326), np.float64(1657.696062753273), np.float64(101.16790203083868)), (np.float64(930.6690305854548), np.float64(1735.943502941735), np.float64(93.01629954914232)), (np.float64(1412.2116733299572), np.float64(2267.802514373129), np.float64(30.252907746774994)), (np.float64(2346.753782457974), np.float64(719.6068558922827), np.float64(84.98107052080596)), (np.float64(2189.387300419702), np.float64(1107.182955105675), np.float64(70.59798896715971))]",-15.09710429132751,0.8246594592693466,6,0,0,1.3885239879028581,98.31082069598553
71,24.552991923718704,482324.5554384432,9,87.66666666666667,14680.591936614535,10.0,11.621448438394154,0.0,111.11111111111111,73.91304347826086,"[(np.float64(626.577151129912), np.float64(1804.6446926868384), np.float64(48.638638550059675)), (np.float64(1371.0325696791303), np.float64(1661.1194154797886), np.float64(103.58699738387416)), (np.float64(932.5385163512086), np.float64(1738.2663076680528), np.float64(95.10817538684192)), (np.float64(1412.8974487579676), np.float64(2269.3662371324303), np.float64(30.0)), (np.float64(2348.6883331434374), np.float64(717.9688828385368), np.float64(83.8014341744815)), (np.float64(2188.6119775899633), np.float64(1107.456889728133), np.float64(67.8055554401782))]",-15.09710429132751,0.8241975601126005,6,0,0,1.3856974702387335,96.68708073361994
